运行 ID,AB index,层/投影/AB 标识,方法,实验模式,部分加密比例,骨架优化,输出维度,输入维度,客户端数量,LoRA 秩,LoRA alpha,LoRA scaling,skeleton rank,实际 skeleton rank,初始化 context 引用,可行性,精度状态,备注
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,22,base_model.model.model.layers.13.self_attn.q_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,23,base_model.model.model.layers.13.self_attn.v_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,24,base_model.model.model.layers.14.self_attn.k_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,25,base_model.model.model.layers.14.self_attn.o_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,26,base_model.model.model.layers.14.self_attn.q_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,27,base_model.model.model.layers.14.self_attn.v_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,28,base_model.model.model.layers.15.self_attn.k_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,29,base_model.model.model.layers.15.self_attn.o_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,30,base_model.model.model.layers.15.self_attn.q_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,31,base_model.model.model.layers.15.self_attn.v_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,32,base_model.model.model.layers.16.self_attn.k_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,33,base_model.model.model.layers.16.self_attn.o_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,34,base_model.model.model.layers.16.self_attn.q_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,35,base_model.model.model.layers.16.self_attn.v_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,36,base_model.model.model.layers.17.self_attn.k_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,37,base_model.model.model.layers.17.self_attn.o_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,38,base_model.model.model.layers.17.self_attn.q_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,39,base_model.model.model.layers.17.self_attn.v_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,40,base_model.model.model.layers.18.self_attn.k_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,41,base_model.model.model.layers.18.self_attn.o_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,42,base_model.model.model.layers.18.self_attn.q_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,43,base_model.model.model.layers.18.self_attn.v_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,44,base_model.model.model.layers.19.self_attn.k_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,45,base_model.model.model.layers.19.self_attn.o_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,46,base_model.model.model.layers.19.self_attn.q_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,47,base_model.model.model.layers.19.self_attn.v_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,48,base_model.model.model.layers.2.self_attn.k_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,49,base_model.model.model.layers.2.self_attn.o_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,50,base_model.model.model.layers.2.self_attn.q_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,51,base_model.model.model.layers.2.self_attn.v_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,52,base_model.model.model.layers.20.self_attn.k_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,53,base_model.model.model.layers.20.self_attn.o_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,54,base_model.model.model.layers.20.self_attn.q_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,55,base_model.model.model.layers.20.self_attn.v_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,56,base_model.model.model.layers.21.self_attn.k_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,57,base_model.model.model.layers.21.self_attn.o_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,58,base_model.model.model.layers.21.self_attn.q_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,59,base_model.model.model.layers.21.self_attn.v_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,60,base_model.model.model.layers.22.self_attn.k_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,61,base_model.model.model.layers.22.self_attn.o_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,62,base_model.model.model.layers.22.self_attn.q_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,63,base_model.model.model.layers.22.self_attn.v_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,64,base_model.model.model.layers.23.self_attn.k_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,65,base_model.model.model.layers.23.self_attn.o_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,66,base_model.model.model.layers.23.self_attn.q_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,67,base_model.model.model.layers.23.self_attn.v_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,68,base_model.model.model.layers.24.self_attn.k_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,69,base_model.model.model.layers.24.self_attn.o_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,70,base_model.model.model.layers.24.self_attn.q_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,71,base_model.model.model.layers.24.self_attn.v_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,72,base_model.model.model.layers.25.self_attn.k_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,73,base_model.model.model.layers.25.self_attn.o_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,74,base_model.model.model.layers.25.self_attn.q_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,75,base_model.model.model.layers.25.self_attn.v_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,76,base_model.model.model.layers.3.self_attn.k_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,77,base_model.model.model.layers.3.self_attn.o_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,78,base_model.model.model.layers.3.self_attn.q_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,79,base_model.model.model.layers.3.self_attn.v_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,80,base_model.model.model.layers.4.self_attn.k_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,81,base_model.model.model.layers.4.self_attn.o_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,82,base_model.model.model.layers.4.self_attn.q_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,83,base_model.model.model.layers.4.self_attn.v_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,84,base_model.model.model.layers.5.self_attn.k_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,85,base_model.model.model.layers.5.self_attn.o_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,86,base_model.model.model.layers.5.self_attn.q_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,87,base_model.model.model.layers.5.self_attn.v_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,88,base_model.model.model.layers.6.self_attn.k_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,89,base_model.model.model.layers.6.self_attn.o_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,90,base_model.model.model.layers.6.self_attn.q_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,91,base_model.model.model.layers.6.self_attn.v_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,92,base_model.model.model.layers.7.self_attn.k_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,93,base_model.model.model.layers.7.self_attn.o_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,94,base_model.model.model.layers.7.self_attn.q_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,95,base_model.model.model.layers.7.self_attn.v_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,96,base_model.model.model.layers.8.self_attn.k_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,97,base_model.model.model.layers.8.self_attn.o_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,98,base_model.model.model.layers.8.self_attn.q_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,99,base_model.model.model.layers.8.self_attn.v_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,100,base_model.model.model.layers.9.self_attn.k_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,101,base_model.model.model.layers.9.self_attn.o_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,102,base_model.model.model.layers.9.self_attn.q_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260722-111042-real-d3200-outer-partial_A-ratio5-skeleton,103,base_model.model.model.layers.9.self_attn.v_proj.lora.default,外积,partial_A,5,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
