运行 ID,AB index,层/投影/AB 标识,方法,实验模式,部分加密比例,骨架优化,输出维度,输入维度,客户端数量,LoRA 秩,LoRA alpha,LoRA scaling,skeleton rank,实际 skeleton rank,初始化 context 引用,可行性,精度状态,备注
20260721-181805-real-d3200,13,base_model.model.model.layers.11.self_attn.o_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,14,base_model.model.model.layers.11.self_attn.q_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,15,base_model.model.model.layers.11.self_attn.v_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,16,base_model.model.model.layers.12.self_attn.k_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,17,base_model.model.model.layers.12.self_attn.o_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,18,base_model.model.model.layers.12.self_attn.q_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,19,base_model.model.model.layers.12.self_attn.v_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,20,base_model.model.model.layers.13.self_attn.k_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,21,base_model.model.model.layers.13.self_attn.o_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,22,base_model.model.model.layers.13.self_attn.q_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,23,base_model.model.model.layers.13.self_attn.v_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,24,base_model.model.model.layers.14.self_attn.k_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,25,base_model.model.model.layers.14.self_attn.o_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,26,base_model.model.model.layers.14.self_attn.q_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,27,base_model.model.model.layers.14.self_attn.v_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,28,base_model.model.model.layers.15.self_attn.k_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,29,base_model.model.model.layers.15.self_attn.o_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,30,base_model.model.model.layers.15.self_attn.q_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,31,base_model.model.model.layers.15.self_attn.v_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,32,base_model.model.model.layers.16.self_attn.k_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,33,base_model.model.model.layers.16.self_attn.o_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,34,base_model.model.model.layers.16.self_attn.q_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,35,base_model.model.model.layers.16.self_attn.v_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,36,base_model.model.model.layers.17.self_attn.k_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,37,base_model.model.model.layers.17.self_attn.o_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,38,base_model.model.model.layers.17.self_attn.q_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,39,base_model.model.model.layers.17.self_attn.v_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,40,base_model.model.model.layers.18.self_attn.k_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,41,base_model.model.model.layers.18.self_attn.o_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,42,base_model.model.model.layers.18.self_attn.q_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,43,base_model.model.model.layers.18.self_attn.v_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,44,base_model.model.model.layers.19.self_attn.k_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,45,base_model.model.model.layers.19.self_attn.o_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,46,base_model.model.model.layers.19.self_attn.q_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,47,base_model.model.model.layers.19.self_attn.v_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,48,base_model.model.model.layers.2.self_attn.k_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,49,base_model.model.model.layers.2.self_attn.o_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,50,base_model.model.model.layers.2.self_attn.q_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,51,base_model.model.model.layers.2.self_attn.v_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,52,base_model.model.model.layers.20.self_attn.k_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,53,base_model.model.model.layers.20.self_attn.o_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,54,base_model.model.model.layers.20.self_attn.q_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,55,base_model.model.model.layers.20.self_attn.v_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,56,base_model.model.model.layers.21.self_attn.k_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,57,base_model.model.model.layers.21.self_attn.o_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,58,base_model.model.model.layers.21.self_attn.q_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,59,base_model.model.model.layers.21.self_attn.v_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,60,base_model.model.model.layers.22.self_attn.k_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,61,base_model.model.model.layers.22.self_attn.o_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,62,base_model.model.model.layers.22.self_attn.q_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,63,base_model.model.model.layers.22.self_attn.v_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,64,base_model.model.model.layers.23.self_attn.k_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,65,base_model.model.model.layers.23.self_attn.o_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,66,base_model.model.model.layers.23.self_attn.q_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,67,base_model.model.model.layers.23.self_attn.v_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,68,base_model.model.model.layers.24.self_attn.k_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,69,base_model.model.model.layers.24.self_attn.o_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,70,base_model.model.model.layers.24.self_attn.q_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,71,base_model.model.model.layers.24.self_attn.v_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,72,base_model.model.model.layers.25.self_attn.k_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,73,base_model.model.model.layers.25.self_attn.o_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,74,base_model.model.model.layers.25.self_attn.q_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,75,base_model.model.model.layers.25.self_attn.v_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,76,base_model.model.model.layers.3.self_attn.k_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,77,base_model.model.model.layers.3.self_attn.o_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,78,base_model.model.model.layers.3.self_attn.q_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,79,base_model.model.model.layers.3.self_attn.v_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,80,base_model.model.model.layers.4.self_attn.k_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,81,base_model.model.model.layers.4.self_attn.o_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,82,base_model.model.model.layers.4.self_attn.q_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,83,base_model.model.model.layers.4.self_attn.v_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,84,base_model.model.model.layers.5.self_attn.k_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,85,base_model.model.model.layers.5.self_attn.o_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,86,base_model.model.model.layers.5.self_attn.q_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,87,base_model.model.model.layers.5.self_attn.v_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,88,base_model.model.model.layers.6.self_attn.k_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,89,base_model.model.model.layers.6.self_attn.o_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,90,base_model.model.model.layers.6.self_attn.q_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,91,base_model.model.model.layers.6.self_attn.v_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,92,base_model.model.model.layers.7.self_attn.k_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,93,base_model.model.model.layers.7.self_attn.o_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,94,base_model.model.model.layers.7.self_attn.q_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,failure,外积 CKKS skeleton
20260721-181805-real-d3200,95,base_model.model.model.layers.7.self_attn.v_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,96,base_model.model.model.layers.8.self_attn.k_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,97,base_model.model.model.layers.8.self_attn.o_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,98,base_model.model.model.layers.8.self_attn.q_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,99,base_model.model.model.layers.8.self_attn.v_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,100,base_model.model.model.layers.9.self_attn.k_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,101,base_model.model.model.layers.9.self_attn.o_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,warning,外积 CKKS skeleton
20260721-181805-real-d3200,102,base_model.model.model.layers.9.self_attn.q_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
20260721-181805-real-d3200,103,base_model.model.model.layers.9.self_attn.v_proj.lora.default,外积,full,N/A,开,3200,3200,4,4,8,2.0,16,16,context-外积,可行,正常,外积 CKKS skeleton
